flight_id,year,month,day_of_week,airline,origin_airport,destination_airport,scheduled_departure_hour,flight_distance_km,aircraft_turnaround_delay_min,weather_condition,wind_speed_kmh,airport_congestion_index,arrival_delay_minutes,delay_risk_class
FL102256,2022,6,6,AA,JFK,JFK,4,4167,3.9,Rain,11,95,42,Moderate_Risk
FL102257,2023,5,5,WN,SEA,DFW,0,3007,15.4,Clear,27,42,-4,Low_Risk
FL102258,2023,11,3,AA,DFW,ATL,22,1204,1.6,Storm,55,34,75,High_Risk
FL102259,2023,5,2,UA,SFO,DFW,23,697,11.1,Rain,33,78,19,Moderate_Risk
FL102260,2023,6,5,B6,ATL,ATL,1,3619,14.4,Clear,52,28,0,Low_Risk
FL102261,2023,4,5,AA,SFO,LAX,12,3072,4.3,Storm,41,26,67,High_Risk
FL102262,2023,5,3,AA,ATL,SEA,6,717,41.6,Storm,15,45,66,High_Risk
FL102263,2023,7,3,B6,LAX,ATL,17,3996,1.7,Clear,59,97,37,Moderate_Risk
FL102264,2022,5,5,B6,SFO,DFW,22,4155,5.0,Storm,40,94,53,High_Risk
FL102265,2022,2,1,WN,JFK,LAX,8,3712,4.2,Clear,54,21,7,Low_Risk
FL102266,2023,10,1,B6,DFW,SEA,13,2542,7.3,Rain,7,95,36,Moderate_Risk
FL102267,2022,2,7,WN,SFO,LAX,7,4107,43.3,Clear,57,91,21,Moderate_Risk
FL102268,2023,7,7,DL,DEN,SFO,9,2549,43.8,Snow,4,27,82,High_Risk
FL102269,2022,10,4,UA,SEA,JFK,0,1924,30.4,Clear,5,24,9,Low_Risk
FL102270,2023,1,3,WN,DEN,SEA,4,2977,0.5,Clear,40,45,7,Low_Risk
FL102271,2023,6,6,DL,JFK,LAX,2,3259,15.5,Rain,25,69,6,Low_Risk
FL102272,2022,1,6,WN,SFO,DFW,20,2640,6.9,Clear,40,25,5,Low_Risk
FL102273,2022,4,6,B6,DFW,DEN,12,2370,2.8,Clear,56,90,45,Moderate_Risk
FL102274,2022,8,7,WN,JFK,DFW,8,3103,7.2,Clear,16,99,30,Moderate_Risk
FL102275,2022,10,1,UA,LAX,SFO,22,1171,0.3,Storm,53,59,65,High_Risk
FL102276,2023,5,2,UA,DEN,DEN,10,3563,6.4,Clear,49,46,2,Low_Risk
FL102277,2023,12,7,WN,DEN,ATL,1,3778,3.6,Clear,50,92,36,Moderate_Risk
FL102278,2022,10,5,UA,SFO,SFO,16,2726,9.4,Clear,50,60,1,Low_Risk
FL102279,2023,1,7,UA,SEA,SFO,22,2994,0.7,Clear,34,88,25,Moderate_Risk
FL102280,2022,1,7,AA,JFK,JFK,21,1424,10.4,Storm,54,86,51,High_Risk
FL102281,2023,4,5,UA,DFW,SFO,18,1197,27.7,Storm,40,87,98,High_Risk
FL102282,2022,11,2,B6,SEA,ATL,8,3941,2.7,Rain,5,28,-3,Low_Risk
FL102283,2023,2,7,DL,DFW,DEN,3,664,10.4,Clear,37,35,6,Low_Risk
FL102284,2022,12,5,UA,ORD,LAX,2,3176,17.6,Clear,21,81,29,Moderate_Risk
FL102285,2022,11,6,AA,SFO,DEN,23,4439,15.1,Clear,18,34,9,Low_Risk
FL102286,2023,9,1,B6,JFK,ORD,20,1136,3.0,Rain,13,60,8,Low_Risk
FL102287,2022,1,6,AA,SEA,DEN,13,3202,18.8,Rain,22,67,2,Low_Risk
FL102288,2023,2,3,WN,SEA,DFW,16,1835,5.8,Clear,5,31,4,Low_Risk
FL102289,2022,11,2,B6,LAX,LAX,6,4456,16.8,Clear,38,60,2,Low_Risk
FL102290,2022,11,1,WN,SEA,ATL,6,715,12.3,Rain,37,90,28,Moderate_Risk
FL102291,2023,10,6,DL,SEA,LAX,15,3226,1.0,Clear,49,97,16,Moderate_Risk
FL102292,2022,1,6,DL,ATL,SFO,1,1958,2.6,Clear,10,82,31,Moderate_Risk
FL102293,2023,12,3,B6,SFO,DFW,1,2434,13.9,Clear,55,38,0,Low_Risk
FL102294,2022,2,2,DL,ATL,ORD,6,1161,1.0,Clear,35,81,24,Moderate_Risk
FL102295,2022,11,1,WN,JFK,ORD,14,2803,0.1,Storm,28,60,23,Moderate_Risk
FL102296,2022,9,6,AA,LAX,DEN,0,677,14.9,Clear,49,95,10,Low_Risk
FL102297,2022,7,3,DL,JFK,LAX,14,3059,8.2,Clear,3,85,37,Moderate_Risk
FL102298,2022,5,4,AA,ATL,LAX,4,902,5.5,Snow,41,59,35,Moderate_Risk
FL102299,2022,3,3,DL,JFK,SFO,4,660,18.5,Rain,30,91,36,Moderate_Risk
FL102300,2023,1,1,WN,LAX,JFK,12,2782,19.4,Storm,10,34,27,Moderate_Risk
FL102301,2023,8,4,DL,LAX,SFO,0,505,4.4,Rain,44,42,7,Low_Risk
FL102302,2023,11,6,DL,SFO,SEA,15,4025,3.9,Clear,8,37,3,Low_Risk
FL102303,2022,7,3,AA,JFK,ATL,20,3864,11.9,Clear,9,22,1,Low_Risk
FL102304,2022,1,3,B6,ATL,DEN,16,1986,2.5,Storm,50,99,64,High_Risk
FL102305,2022,8,4,B6,LAX,JFK,4,2657,2.6,Rain,59,79,9,Low_Risk
FL102306,2022,3,6,DL,JFK,DFW,8,2583,2.7,Storm,36,87,99,High_Risk
FL102307,2022,9,4,B6,JFK,JFK,19,2826,19.5,Clear,6,64,8,Low_Risk
FL102308,2022,2,5,B6,DFW,LAX,0,3108,0.4,Clear,18,24,8,Low_Risk
FL102309,2022,7,4,UA,SEA,DEN,18,2072,2.7,Clear,18,65,-5,Low_Risk
FL102310,2022,9,2,AA,ORD,ATL,1,3070,14.9,Rain,1,36,2,Low_Risk
FL102311,2022,9,6,B6,ATL,SFO,21,3990,2.4,Clear,58,75,33,Moderate_Risk
FL102312,2023,3,5,DL,DEN,DEN,8,4354,26.4,Clear,52,88,36,Moderate_Risk
FL102313,2022,9,4,UA,SEA,JFK,19,2408,0.7,Clear,22,43,-2,Low_Risk
FL102314,2022,9,2,B6,DFW,ATL,6,805,18.8,Clear,46,59,-4,Low_Risk
FL102315,2022,4,7,WN,ATL,ATL,4,1779,6.2,Clear,23,69,-3,Low_Risk
FL102316,2023,8,2,DL,DFW,ORD,2,1153,6.4,Storm,13,30,66,High_Risk
FL102317,2023,6,2,UA,DEN,DEN,7,2036,0.4,Clear,31,86,38,Moderate_Risk
FL102318,2023,12,5,UA,DEN,LAX,14,3766,13.6,Rain,33,47,6,Low_Risk
FL102319,2022,11,6,DL,SFO,DFW,5,3069,13.7,Storm,34,84,57,High_Risk
FL102320,2022,3,6,UA,LAX,ATL,9,1929,6.9,Clear,22,68,-3,Low_Risk
FL102321,2022,9,4,DL,DFW,LAX,4,4467,14.5,Clear,5,88,22,Moderate_Risk
FL102322,2022,11,2,AA,LAX,JFK,17,3243,17.2,Storm,32,79,71,High_Risk
FL102323,2023,4,1,UA,SEA,ORD,10,975,11.1,Rain,29,51,3,Low_Risk
FL102324,2023,3,1,WN,ATL,DFW,23,3416,5.0,Clear,37,86,24,Moderate_Risk
FL102325,2023,11,3,AA,SFO,SFO,13,2240,15.9,Clear,7,20,4,Low_Risk
FL102326,2023,7,5,B6,DFW,DEN,17,410,4.5,Clear,29,24,0,Low_Risk
FL102327,2023,1,3,AA,ATL,ORD,1,340,0.1,Clear,16,52,9,Low_Risk
FL102328,2022,9,4,AA,LAX,LAX,20,3562,8.8,Rain,1,72,31,Moderate_Risk
FL102329,2023,3,4,WN,DFW,LAX,15,761,7.6,Rain,1,20,9,Low_Risk
FL102330,2023,1,3,DL,DFW,SFO,5,3773,9.2,Clear,39,38,-3,Low_Risk
FL102331,2022,9,1,AA,ORD,LAX,2,1392,8.0,Clear,28,49,-2,Low_Risk
FL102332,2023,8,5,B6,LAX,ATL,16,2885,2.2,Rain,45,44,-5,Low_Risk
FL102333,2023,10,2,DL,SFO,ATL,5,2155,6.7,Clear,21,55,-3,Low_Risk
FL102334,2023,9,1,WN,ORD,ORD,18,4266,0.4,Clear,32,72,15,Low_Risk
FL102335,2022,2,1,WN,LAX,LAX,2,943,10.8,Snow,8,76,102,High_Risk
FL102336,2022,6,1,AA,ORD,LAX,20,3546,8.9,Clear,18,33,9,Low_Risk
FL102337,2022,9,1,WN,ORD,ATL,22,3407,6.7,Clear,10,37,-3,Low_Risk
FL102338,2022,5,4,AA,SEA,SEA,12,2768,19.8,Clear,37,60,-5,Low_Risk
FL102339,2022,4,7,DL,ORD,ORD,6,2897,1.9,Storm,29,75,96,High_Risk
FL102340,2022,9,3,UA,DFW,SFO,3,3342,15.0,Clear,0,78,21,Moderate_Risk
FL102341,2022,2,6,WN,ORD,SFO,14,2711,3.8,Storm,39,93,98,High_Risk
FL102342,2023,6,1,UA,DEN,JFK,3,3866,28.7,Clear,17,76,58,High_Risk
FL102343,2022,8,7,B6,LAX,ORD,9,413,17.5,Rain,50,92,19,Moderate_Risk
FL102344,2022,8,6,WN,DEN,JFK,5,3530,1.0,Clear,50,64,-3,Low_Risk
FL102345,2022,1,6,B6,ORD,ATL,7,1391,12.6,Clear,26,40,-5,Low_Risk
FL102346,2022,2,3,UA,SFO,DFW,23,4065,12.8,Clear,52,74,33,Moderate_Risk
FL102347,2023,6,3,DL,JFK,SFO,22,2614,10.4,Clear,8,63,3,Low_Risk
FL102348,2022,12,2,UA,LAX,DEN,1,3359,31.6,Rain,53,27,13,Low_Risk
FL102349,2023,7,2,DL,LAX,DFW,17,3030,16.6,Clear,42,87,29,Moderate_Risk
FL102350,2022,12,6,UA,SFO,SFO,6,2865,6.0,Clear,47,75,37,Moderate_Risk
FL102351,2022,7,5,WN,SFO,LAX,22,2553,13.6,Clear,42,23,0,Low_Risk
FL102352,2023,1,2,AA,ORD,LAX,21,4130,11.8,Clear,1,26,7,Low_Risk
FL102353,2023,6,2,AA,SEA,DEN,1,3479,21.8,Clear,14,31,13,Low_Risk
FL102354,2022,5,3,AA,ORD,LAX,2,4273,3.6,Clear,58,38,1,Low_Risk
FL102355,2023,5,4,AA,DFW,ORD,0,4398,22.7,Rain,10,85,55,High_Risk
FL102356,2023,4,2,B6,LAX,ATL,21,354,8.6,Rain,3,79,26,Moderate_Risk
FL102357,2023,10,7,WN,SEA,ATL,7,2104,7.6,Clear,42,40,9,Low_Risk
FL102358,2023,3,5,DL,DFW,DFW,17,3006,8.8,Clear,34,81,39,Moderate_Risk
FL102359,2022,1,1,AA,ORD,SFO,0,2358,3.4,Clear,41,86,6,Low_Risk
FL102360,2022,1,1,DL,LAX,DEN,7,3117,8.7,Snow,14,35,66,High_Risk
FL102361,2022,9,1,UA,ORD,DEN,16,2880,2.9,Clear,31,35,-5,Low_Risk
FL102362,2022,10,1,B6,SFO,ORD,8,1150,5.8,Rain,59,52,-4,Low_Risk
FL102363,2023,4,3,WN,DFW,ATL,12,2312,36.8,Clear,25,89,52,High_Risk
FL102364,2023,10,3,UA,ORD,SEA,0,3900,15.7,Rain,26,39,5,Low_Risk
FL102365,2023,3,2,UA,DFW,LAX,11,2280,17.3,Clear,55,75,29,Moderate_Risk
FL102366,2022,9,2,WN,SFO,ATL,3,4421,4.3,Rain,0,40,-1,Low_Risk
FL102367,2023,7,6,AA,SFO,JFK,18,1666,6.9,Clear,40,98,34,Moderate_Risk
FL102368,2023,9,6,UA,LAX,ATL,12,4249,13.1,Rain,28,42,2,Low_Risk
FL102369,2023,1,1,WN,DEN,DFW,15,1831,8.6,Clear,12,44,4,Low_Risk
FL102370,2023,5,5,DL,DFW,JFK,18,2527,4.9,Clear,26,37,-1,Low_Risk
FL102371,2023,5,5,WN,SFO,DEN,8,2895,1.3,Rain,39,29,-3,Low_Risk
FL102372,2022,12,1,DL,JFK,LAX,18,4282,0.5,Storm,40,31,40,Moderate_Risk
FL102373,2023,8,5,UA,ATL,ATL,12,4449,5.5,Clear,32,47,-1,Low_Risk
FL102374,2022,10,6,WN,ATL,DEN,9,535,20.7,Rain,33,67,7,Low_Risk
FL102375,2023,6,1,UA,DEN,LAX,4,1452,8.4,Clear,34,36,9,Low_Risk
FL102376,2023,8,2,UA,SFO,DFW,14,2178,4.9,Storm,51,87,73,High_Risk
FL102377,2022,9,7,UA,ATL,ORD,22,344,33.8,Clear,18,29,14,Low_Risk
FL102378,2022,7,5,UA,SEA,SEA,5,4052,4.1,Clear,13,77,39,Moderate_Risk
FL102379,2023,7,1,WN,JFK,ORD,22,2906,22.8,Clear,43,86,34,Moderate_Risk
FL102380,2023,10,1,AA,ATL,SFO,1,2761,21.0,Clear,14,38,30,Moderate_Risk
FL102381,2022,4,4,WN,JFK,ATL,8,3517,5.8,Rain,26,56,4,Low_Risk
FL102382,2022,4,6,B6,ORD,JFK,10,1392,4.2,Rain,8,59,9,Low_Risk
FL102383,2022,1,2,UA,SEA,DFW,16,1688,4.7,Clear,26,95,13,Low_Risk
FL102384,2023,11,6,AA,ORD,LAX,9,2482,12.0,Clear,37,22,6,Low_Risk
FL102385,2022,7,4,WN,ORD,LAX,6,3451,5.4,Clear,22,53,-2,Low_Risk
FL102386,2022,5,2,DL,ORD,LAX,4,2118,28.5,Rain,31,58,18,Moderate_Risk
FL102387,2023,3,1,DL,SFO,ATL,10,1859,27.7,Clear,44,72,53,High_Risk
FL102388,2022,1,7,DL,JFK,ATL,17,2356,8.9,Rain,32,22,1,Low_Risk
FL102389,2022,4,6,AA,SFO,ORD,19,639,8.7,Clear,49,82,16,Moderate_Risk
FL102390,2023,6,4,WN,ORD,DFW,9,1457,0.9,Clear,32,55,-2,Low_Risk
FL102391,2023,4,7,B6,SEA,DEN,17,3141,0.2,Clear,14,28,2,Low_Risk
FL102392,2022,2,4,AA,ORD,ATL,7,4256,11.0,Snow,40,43,33,Moderate_Risk
FL102393,2022,10,1,DL,SFO,JFK,12,4407,0.7,Snow,45,46,63,High_Risk
FL102394,2023,10,4,B6,ORD,LAX,2,2098,8.1,Snow,37,94,95,High_Risk
FL102395,2023,1,2,DL,ATL,JFK,20,1831,2.1,Snow,15,26,76,High_Risk
FL102396,2022,4,3,AA,DEN,DEN,7,1510,19.9,Storm,6,70,82,High_Risk
FL102397,2023,8,4,AA,ORD,LAX,0,2620,10.4,Rain,5,32,5,Low_Risk
FL102398,2023,11,5,UA,DFW,DFW,17,2675,4.9,Rain,57,33,0,Low_Risk
FL102399,2022,5,5,B6,DEN,JFK,5,3163,5.1,Rain,4,50,3,Low_Risk
FL102400,2022,7,6,DL,JFK,DFW,9,1250,22.4,Clear,36,74,25,Moderate_Risk
FL102401,2023,8,5,DL,ORD,LAX,11,2366,2.8,Snow,25,45,54,High_Risk
FL102402,2022,9,7,WN,DEN,SEA,20,2603,8.8,Clear,30,81,33,Moderate_Risk
FL102403,2022,4,5,B6,SFO,ORD,13,1864,29.8,Clear,23,35,8,Low_Risk
FL102404,2023,6,5,DL,DFW,ATL,19,1096,3.5,Rain,22,97,33,Moderate_Risk
FL102405,2023,6,6,UA,LAX,JFK,23,2083,1.9,Rain,23,51,9,Low_Risk
FL102406,2022,1,5,DL,LAX,SFO,22,4132,9.7,Clear,28,85,13,Low_Risk
FL102407,2023,1,3,WN,ATL,DEN,23,3112,72.5,Clear,27,85,51,High_Risk
FL102408,2022,2,1,B6,SEA,SFO,8,1758,2.9,Clear,40,25,6,Low_Risk
FL102409,2022,12,6,B6,SEA,ORD,16,1174,28.8,Rain,40,42,19,Moderate_Risk
FL102410,2023,5,1,WN,ORD,JFK,5,2260,3.6,Storm,26,54,24,Moderate_Risk
FL102411,2022,11,6,DL,ORD,DFW,2,2418,10.0,Clear,45,47,0,Low_Risk
FL102412,2022,4,4,UA,JFK,ORD,18,3667,5.6,Storm,44,77,89,High_Risk
FL102413,2023,12,5,WN,JFK,DEN,18,2328,0.4,Rain,3,91,23,Moderate_Risk
FL102414,2023,8,3,AA,ATL,DFW,10,3313,24.5,Clear,59,28,15,Low_Risk
FL102415,2023,8,3,B6,SEA,ORD,9,4359,3.6,Rain,57,36,9,Low_Risk
FL102416,2023,2,3,DL,LAX,ATL,6,1222,5.9,Storm,49,51,38,Moderate_Risk
FL102417,2022,5,1,WN,SFO,SEA,11,1541,16.3,Clear,25,23,4,Low_Risk
FL102418,2023,12,2,UA,ATL,ORD,22,4427,5.4,Rain,45,20,9,Low_Risk
FL102419,2023,8,1,DL,ORD,DEN,22,3266,8.9,Clear,12,38,-3,Low_Risk
FL102420,2023,6,5,UA,SFO,ATL,1,4300,5.5,Clear,43,60,7,Low_Risk
FL102421,2023,7,7,B6,DEN,ORD,17,3919,8.6,Rain,27,96,45,Moderate_Risk
FL102422,2023,11,6,B6,SFO,SFO,13,2050,23.2,Clear,0,56,20,Moderate_Risk
FL102423,2022,1,7,WN,ATL,ORD,6,4496,15.0,Rain,27,20,9,Low_Risk
FL102424,2022,5,1,UA,LAX,SFO,19,1652,8.3,Clear,47,70,1,Low_Risk
FL102425,2022,8,4,UA,DFW,ORD,3,1991,5.0,Clear,32,93,25,Moderate_Risk
FL102426,2023,2,5,UA,DFW,DEN,18,2471,1.5,Clear,57,21,8,Low_Risk
FL102427,2022,6,6,B6,SFO,JFK,15,2228,17.6,Rain,1,76,26,Moderate_Risk
FL102428,2022,12,6,DL,ATL,DFW,13,4127,2.6,Storm,44,97,87,High_Risk
FL102429,2022,2,4,WN,ATL,SFO,6,4167,2.4,Rain,25,91,38,Moderate_Risk
FL102430,2023,4,6,AA,ATL,LAX,14,2525,1.8,Clear,39,28,9,Low_Risk
FL102431,2022,5,6,B6,DEN,JFK,9,2088,17.8,Rain,4,30,-5,Low_Risk
FL102432,2023,5,5,WN,DFW,DEN,6,2866,1.7,Clear,59,89,26,Moderate_Risk
FL102433,2022,1,3,AA,DEN,SEA,21,4429,2.8,Clear,43,42,2,Low_Risk
FL102434,2023,8,3,WN,LAX,JFK,13,2599,14.5,Clear,17,85,24,Moderate_Risk
FL102435,2022,5,6,UA,SFO,DFW,6,3414,8.0,Clear,20,91,24,Moderate_Risk
FL102436,2023,10,5,WN,SFO,SEA,1,3114,0.0,Rain,39,20,-4,Low_Risk
FL102437,2023,2,2,AA,ORD,ORD,2,1478,13.5,Clear,53,43,4,Low_Risk
FL102438,2023,6,3,AA,JFK,ATL,0,1412,9.1,Clear,18,58,8,Low_Risk
FL102439,2022,2,1,WN,SEA,DFW,12,1707,2.0,Clear,24,47,4,Low_Risk
FL102440,2022,7,3,B6,SFO,SEA,15,1727,3.3,Clear,20,95,24,Moderate_Risk
FL102441,2023,2,7,AA,JFK,SFO,5,1905,6.4,Clear,3,78,10,Low_Risk
FL102442,2023,12,3,B6,SFO,JFK,0,3297,0.1,Clear,15,37,-2,Low_Risk
FL102443,2022,1,7,UA,ATL,JFK,17,654,6.4,Clear,15,90,21,Moderate_Risk
FL102444,2023,4,4,B6,DEN,LAX,20,648,22.5,Clear,8,47,15,Low_Risk
FL102445,2022,1,6,DL,DEN,DEN,14,2538,9.4,Clear,47,94,20,Moderate_Risk
FL102446,2023,9,4,UA,ORD,SEA,22,4142,23.7,Storm,26,83,55,High_Risk
FL102447,2023,5,1,B6,DEN,LAX,19,4352,0.2,Clear,35,66,1,Low_Risk
FL102448,2022,10,1,DL,SEA,ORD,7,3836,1.0,Clear,18,21,-1,Low_Risk
FL102449,2023,12,1,DL,SFO,DEN,22,368,23.0,Rain,39,32,24,Moderate_Risk
FL102450,2023,11,2,DL,DFW,SFO,5,685,0.1,Clear,1,91,29,Moderate_Risk
FL102451,2023,9,3,AA,DFW,DEN,18,685,8.0,Rain,30,68,0,Low_Risk
FL102452,2022,3,4,AA,SFO,SFO,5,559,13.6,Clear,22,85,22,Moderate_Risk
FL102453,2022,1,6,B6,DEN,DEN,20,3776,9.3,Clear,45,82,29,Moderate_Risk
FL102454,2023,7,2,DL,SFO,SFO,14,962,10.7,Storm,4,89,64,High_Risk
FL102455,2022,8,6,UA,JFK,ATL,16,1898,7.1,Rain,15,81,29,Moderate_Risk
FL102456,2022,9,5,WN,ORD,JFK,15,4130,2.0,Clear,17,28,9,Low_Risk
FL102457,2022,2,4,AA,ATL,SEA,5,895,2.1,Rain,47,91,43,Moderate_Risk
FL102458,2022,6,2,UA,ATL,ORD,16,1938,0.5,Clear,15,87,28,Moderate_Risk
FL102459,2022,12,7,AA,SEA,LAX,19,1606,2.0,Storm,52,48,68,High_Risk
FL102460,2022,7,4,AA,LAX,SEA,9,2915,2.5,Rain,32,44,2,Low_Risk
FL102461,2022,8,7,AA,ORD,SFO,18,1803,1.5,Storm,5,50,77,High_Risk
FL102462,2023,6,3,AA,DEN,ORD,4,2160,8.0,Rain,0,31,2,Low_Risk
FL102463,2022,9,7,UA,DEN,JFK,17,4238,28.8,Rain,51,43,17,Moderate_Risk
FL102464,2022,2,4,DL,DEN,LAX,12,4035,0.7,Storm,18,94,81,High_Risk
FL102465,2023,1,5,B6,LAX,ORD,9,2012,10.8,Clear,6,82,13,Low_Risk
FL102466,2023,8,7,UA,LAX,ORD,22,1662,8.2,Clear,58,66,0,Low_Risk
FL102467,2023,2,7,DL,LAX,JFK,20,3051,7.6,Clear,38,48,-3,Low_Risk
FL102468,2023,1,2,DL,SFO,SFO,21,3517,11.8,Clear,9,79,32,Moderate_Risk
FL102469,2022,1,2,DL,DEN,ATL,20,1309,2.4,Rain,18,24,2,Low_Risk
FL102470,2022,1,1,AA,ORD,ORD,8,2802,15.0,Rain,35,28,6,Low_Risk
FL102471,2022,12,1,DL,ORD,JFK,18,514,2.3,Clear,14,21,-4,Low_Risk
FL102472,2023,11,3,UA,SEA,DFW,12,943,18.8,Storm,2,62,53,High_Risk
FL102473,2023,4,7,DL,ATL,ATL,23,1298,31.8,Storm,12,60,58,High_Risk
FL102474,2022,2,1,AA,ATL,JFK,2,1977,3.7,Clear,46,58,-2,Low_Risk
FL102475,2022,9,6,WN,JFK,LAX,8,495,5.6,Clear,14,96,17,Moderate_Risk
FL102476,2023,2,4,AA,DFW,JFK,14,1460,29.4,Rain,11,58,17,Moderate_Risk
FL102477,2023,9,5,AA,DEN,DEN,19,2846,0.2,Storm,45,91,64,High_Risk
FL102478,2023,6,7,UA,ATL,SFO,16,2788,12.1,Clear,58,96,22,Moderate_Risk
FL102479,2022,6,7,UA,DEN,ATL,6,1684,5.9,Storm,4,60,68,High_Risk
FL102480,2022,9,5,DL,ATL,SFO,13,3642,14.1,Clear,59,78,28,Moderate_Risk
FL102481,2022,5,3,WN,SEA,SEA,19,4370,0.1,Clear,17,36,-2,Low_Risk
FL102482,2022,5,6,AA,SFO,ATL,23,902,17.9,Clear,40,75,45,Moderate_Risk
FL102483,2023,3,2,AA,JFK,JFK,3,4237,9.9,Clear,13,65,-3,Low_Risk
FL102484,2023,1,2,B6,JFK,ATL,19,3525,18.8,Storm,46,95,49,High_Risk
FL102485,2023,1,7,B6,LAX,DEN,11,623,17.8,Clear,34,29,0,Low_Risk
FL102486,2022,5,7,WN,DFW,DFW,10,1593,5.8,Storm,37,80,83,High_Risk
FL102487,2023,5,3,WN,DFW,ATL,4,3020,1.3,Storm,36,46,27,Moderate_Risk
FL102488,2023,3,2,UA,JFK,SEA,0,808,13.3,Clear,4,30,-3,Low_Risk
FL102489,2022,3,5,WN,LAX,DEN,0,3198,0.6,Clear,52,94,20,Moderate_Risk
FL102490,2022,6,4,UA,ATL,SEA,9,1885,2.8,Rain,16,39,-4,Low_Risk
FL102491,2022,8,2,DL,DEN,ORD,19,1057,3.4,Rain,51,85,7,Low_Risk
FL102492,2022,12,7,AA,SEA,ATL,21,2293,15.2,Clear,51,98,26,Moderate_Risk
FL102493,2022,7,1,DL,SEA,SEA,0,1108,1.5,Storm,26,32,75,High_Risk
FL102494,2022,1,2,UA,ORD,LAX,4,3608,8.2,Clear,46,78,38,Moderate_Risk
FL102495,2022,7,1,WN,ORD,DFW,3,3426,5.0,Clear,1,80,20,Moderate_Risk
FL102496,2022,12,6,B6,ATL,SFO,22,1708,7.4,Rain,17,86,35,Moderate_Risk
FL102497,2023,11,4,B6,JFK,SFO,3,1172,1.2,Rain,25,51,0,Low_Risk
FL102498,2023,7,3,B6,DEN,DEN,20,2046,22.4,Clear,6,27,30,Moderate_Risk
FL102499,2023,1,6,DL,DFW,DEN,9,1804,4.9,Clear,36,56,-1,Low_Risk
FL102500,2023,5,3,AA,SFO,DFW,14,2671,1.9,Clear,26,95,40,Moderate_Risk
FL102501,2023,11,5,UA,DFW,ATL,18,654,1.8,Storm,31,32,36,Moderate_Risk
FL102502,2022,8,2,DL,DEN,SFO,0,3220,11.9,Clear,48,74,29,Moderate_Risk
FL102503,2023,1,2,WN,DEN,SFO,23,4072,21.3,Clear,42,96,34,Moderate_Risk
FL102504,2023,12,7,WN,SFO,JFK,9,515,0.3,Rain,49,92,32,Moderate_Risk
FL102505,2023,1,5,UA,ATL,DFW,14,4026,5.7,Clear,19,33,1,Low_Risk
FL102506,2022,8,5,UA,DEN,ORD,0,1936,18.5,Clear,12,37,9,Low_Risk
FL102507,2022,7,1,DL,ATL,DEN,5,1721,3.2,Clear,7,39,4,Low_Risk
FL102508,2023,12,1,WN,ATL,DEN,14,1440,6.2,Clear,53,28,9,Low_Risk
FL102509,2022,3,5,AA,SFO,ORD,10,2659,4.2,Clear,26,78,44,Moderate_Risk
FL102510,2022,3,4,DL,ATL,DEN,8,1154,17.9,Clear,2,26,4,Low_Risk
FL102511,2022,8,3,DL,ATL,SFO,11,718,22.0,Clear,0,81,37,Moderate_Risk
FL102512,2023,5,5,DL,JFK,LAX,12,1270,2.7,Rain,43,71,26,Moderate_Risk
FL102513,2022,11,3,WN,JFK,LAX,5,3583,7.0,Storm,34,57,48,High_Risk
FL102514,2023,5,4,UA,DFW,ATL,3,4051,20.2,Rain,22,52,17,Moderate_Risk
FL102515,2023,5,1,WN,DEN,JFK,18,1107,7.3,Clear,59,78,9,Low_Risk
FL102516,2023,9,7,WN,DEN,JFK,8,3016,19.9,Clear,7,41,8,Low_Risk
FL102517,2023,8,3,UA,ATL,LAX,9,2223,20.4,Rain,17,45,18,Moderate_Risk
FL102518,2022,8,2,WN,ORD,SEA,19,3297,2.4,Rain,55,82,38,Moderate_Risk
FL102519,2022,11,3,DL,DFW,JFK,5,2221,7.9,Storm,16,22,49,High_Risk
FL102520,2023,8,6,AA,ATL,JFK,16,2613,10.2,Rain,10,98,24,Moderate_Risk
FL102521,2022,7,3,AA,SFO,SEA,10,3347,0.6,Clear,52,58,-4,Low_Risk
FL102522,2022,9,6,UA,SFO,ATL,2,1871,0.2,Clear,30,48,-2,Low_Risk
FL102523,2022,8,1,WN,DFW,JFK,9,3384,17.3,Clear,32,73,28,Moderate_Risk
FL102524,2022,12,6,B6,SFO,DEN,15,2431,3.4,Snow,25,26,79,High_Risk
FL102525,2023,8,3,AA,LAX,ATL,11,3353,4.9,Storm,16,74,71,High_Risk
FL102526,2022,2,6,WN,DEN,LAX,3,3086,22.6,Clear,15,74,58,High_Risk
FL102527,2023,3,7,WN,DFW,DFW,20,4071,14.8,Rain,10,97,9,Low_Risk
FL102528,2022,7,1,UA,SEA,ATL,12,2743,17.2,Rain,9,86,20,Moderate_Risk
FL102529,2023,6,3,AA,SFO,LAX,23,3425,10.5,Clear,5,63,-3,Low_Risk
FL102530,2022,7,1,B6,DEN,LAX,5,592,3.6,Clear,37,99,18,Moderate_Risk
FL102531,2023,6,4,DL,JFK,JFK,9,2687,10.0,Clear,3,94,17,Moderate_Risk
FL102532,2023,1,4,DL,SEA,SFO,19,3998,3.0,Rain,0,85,19,Moderate_Risk
FL102533,2022,5,3,DL,JFK,DEN,7,424,3.4,Storm,4,39,52,High_Risk
FL102534,2022,4,2,UA,ATL,DEN,16,3983,1.4,Clear,59,77,32,Moderate_Risk
FL102535,2022,7,7,WN,ORD,ATL,19,880,0.3,Rain,17,56,-4,Low_Risk
